FID,PARENT,STATUS,LENGTH,GREENBOOK,HIGHWAY,GIS,JURISDICTI,QC_NOTE,FUN_CLASS,GRID,MIN_STATIO,MAX_STATIO,COUNCIL,DISTRICT1,District,NO_LABEL,RTE_SYS_ED,Shape__Length
4320,PAINE1, ,1372,Paine St,PAINE ST,1,PUBLIC WAY, ,CO,0,0,1372,5,2-02,2-02,1, ,565.020061882112
4321,PAISL1, ,602,Paisley Park,PAISLEY PK,1,PUBLIC WAY, ,LO,0,0,602,3,3-07,3-07,0, ,247.967525814467
4322,PALAC1, ,1197,Palace Rd,PALACE RD,1,PUBLIC WAY, ,LO,0,0,1197,8,1-10A,1-10A,0, ,494.27344792088
4323,PALER1, ,845,Palermo St,PALERMO ST,1,PRIVATE WAY, ,LO,0,0,845,1,1-09,1-09,0, ,348.454422565786
4324,PALFR1, ,216,Palfrey St,PALFREY ST,1,PRIVATE WAY, ,LO,0,0,216,5,2-02,2-02,1, ,89.0290204843843
4325,PALME1, ,376,Palmer St,PALMER ST,1,PUBLIC WAY, ,LO,0,0,376,7,1-10B,1-10B,0, ,154.761109481109
4326,PAMA 1, ,284,Pama Gardens,PAMA GARDENS,1,PRIVATE WAY, ,LO,0,0,284,9,2-04,2-04,0, ,116.959811378107
4327,PARAG1, ,987,Paragon Rd,PARAGON RD,1,PUBLIC WAY, ,LO,0,0,987,6,2-06,2-06,0, ,407.545581198534
4328,PARIS1, ,1903,Paris St,PARIS ST N,1,PUBLIC WAY, ,CO,0,0,1903,1,1-09,1-09,0, ,785.579595836955
4329,PARIS2, ,1882,Paris St,PARIS ST S,1,PUBLIC WAY, ,CO,0,0,1882,1,1-09,1-09,1, ,777.207947562498
4330,PARIS3, ,235,Parish St,PARISH ST,1,PUBLIC WAY, ,LO,0,0,235,3,3-03,3-03,0, ,96.9096529124218
4331,PARIS4, ,114,Paris Ct,PARIS CT,1,PRIVATE WAY, ,LO,0,0,114,1,1-09,1-09,0, ,46.9758556784795
4332,PARIS5, ,111,Paris Pl,PARIS PL,1,PRIVATE WAY, ,LO,0,0,111,1,1-09,1-09,1, ,45.792362773231
4333,PARK 1, ,5991,Park Dr,PARK DR,1,PUBLIC WAY/DCR, ,AR,0,0,5991,8,1-10A,1-10A,0, ,2472.72428382624
4334,PARK 10, ,767,Park St,PARK ST CH,1,PUBLIC WAY, ,LO,0,0,767,1,1-1A,1-1A,0, ,317.028226144084
4335,PARK 11, ,921,Park Vale Ave,PARK VALE AV,1,PUBLIC WAY, ,LO,0,0,921,9,2-04,2-04,1, ,380.481013020855
4336,PARK 12, ,211,Park Ter,PARK TER,1,PUBLIC WAY, ,LO,0,0,211,6,2-06,2-06,0, ,86.9063111022785
4337,PARK 13, ,209,Park Lane Dr,PARK LANE DR,1,PRIVATE WAY, ,LO,0,0,209,6,2-06,2-06,0, ,85.9390973722885
4338,PARK 14, ,129,Park Lane Fw,PARK LANE FW,1,PUBLIC WAY, ,LO,0,0,129,7,2-02,2-02,0, ,53.0630010489977
4339,PARK 17, ,177,Park Street Pl,PARK STREET PL,1,PRIVATE WAY, ,LO,0,0,177,1,1-1B,1-1B,1, ,72.8779552964363
4340,PARK 19, ,491,Park Front Rd,PARK FRONT RD,1,PRIVATE WAY, ,LO,0,0,491,6,2-06,2-06,1, ,202.414223565165
4341,PARK 20, ,387,Park Pl,PARK PL BP,1,PRIVATE WAY, ,LO,0,0,387,6,2-02,2-02,1, ,159.801855687832
4342,PARK 3, ,590,Park Ln,PARK LN,1,PUBLIC WAY, ,LO,0,0,590,7,2-02,2-02,0, ,242.995733860399
4343,PARK 4, ,892,Park Plz,PARK PLAZA,1,PUBLIC WAY, ,AR,0,0,892,2,1-1C,1-1C,0, ,367.648442159006
4344,PARK 5, ,7741,Park St,PARK ST DO,1,PUBLIC WAY, ,AR,0,0,7741,3,3-07,3-07,0, ,3187.49427756036
4345,PARK 6, ,581,Park St,PARK ST HP,1,PUBLIC WAY, ,LO,0,0,581,5,2-08,2-08,1, ,239.753175370799
4346,PARK 7, ,5346,Park St,PARK ST WR,1,PUBLIC WAY, ,CO,0,0,5346,6,2-06,2-06,0, ,2202.80006920712
4347,PARK 8, ,434,Park View St,PARK VIEW ST,1,PUBLIC WAY, ,LO,0,0,434,7,1-10B,1-10B,1, ,179.031743606636
4348,PARK 9, ,534,Park St,PARK ST BP,1,PUBLIC WAY, ,LO,0,0,534,8,1-1B,1-1B,1, ,220.622168186269
4349,PARKE1, ,3809,Parker Hill Ave,PARKER HILL AV,1,PUBLIC WAY, ,LO,0,0,3809,8,1-10A,1-10A,1, ,1570.08124262447
4350,PARKE2, ,193,Parker Hill Ter,PARKER HILL TER,1,PUBLIC WAY, ,LO,0,0,193,8,1-10A,1-10A,1, ,79.5449980001035
4351,PARKE3, ,6296,Parker St,PARKER ST RX,1,PUBLIC WAY, ,AR,0,0,6296,8,1-10A,1-10A,1, ,2599.55386399117
4352,PARKE7, ,769,Parker St,PARKER ST CH,1,PUBLIC WAY, ,LO,0,0,769,1,1-1A,1-1A,1, ,317.745397062421
4353,PARKL1, ,1945,Parklawn Rd,PARKLAWN RD,1,PUBLIC WAY, ,LO,0,0,1945,6,2-06,2-06,1, ,802.518036449724
4354,PARKM1, ,1819,Parkman St,PARKMAN ST DO,1,PUBLIC WAY, ,LO,0,0,1819,3,3-07,3-07,0, ,748.722975818138
4355,PARKM2, ,448,Parkman St,PARKMAN ST BP,1,PUBLIC WAY, ,LO,0,0,448,8,1-1B,1-1B,1, ,184.503421875136
4356,PARKM4, ,120,Parkman Pl,PARKMAN PL,1,PRIVATE WAY, ,LO,0,0,120,3,3-07,3-07,1, ,49.2992446795176
4357,PARKS1, ,565,Parkson St,PARKSON ST,1,PUBLIC WAY, ,LO,0,0,565,5,2-08,2-08,1, ,232.494704129521
4358,PARKS2, ,1373,Parkside Dr,PARKSIDE DR,1,PRIVATE WAY, ,LO,0,0,1373,6,2-02,2-02,0, ,565.981391344074
4359,PARKT1, ,1198,Parkton Rd,PARKTON RD,1,PUBLIC WAY, ,LO,0,0,1198,6,2-02,2-02,1, ,494.851093676262
4360,PARKW1, ,287,Parkwood Ter,PARKWOOD TER,1,PUBLIC WAY, ,LO,0,0,287,6,2-02,2-02,1, ,118.235920340538
4361,PARKW2, ,430,Parkway,PARKWAY,1,PRIVATE WAY, ,LO,0,0,430,4,3-07,3-07,1, ,177.182400920227
4362,PARLE1, ,1225,Parley Ave,PARLEY AV,1,PRIVATE WAY, ,LO,0,0,1225,6,2-02,2-02,0, ,504.620693068651
4363,PARLE2, ,691,Parley Vale,PARLEY VALE,1,PRIVATE WAY, ,LO,0,0,691,6,2-02,2-02,0, ,284.82197978269
4364,PARMA1, ,232,Parmelee St,PARMALEE ST,1,PUBLIC WAY, ,LO,0,0,232,2,"1-10B, 1-1C","1-10B, 1-1C",1, ,95.4949398864674
4365,PARME1, ,313,Parmenter St,PARMENTER ST,1,PUBLIC WAY, ,LO,0,0,313,1,1-1B,1-1B,1, ,128.938603876437
4366,PARRO1, ,237,Parrott St,PARROTT ST,1,PRIVATE WAY, ,LO,0,0,237,5,2-08,2-08,0, ,97.4401566613978
4367,PARSO1, ,3852,Parsons St,PARSONS ST,1,PUBLIC WAY, ,AR,0,0,3852,9,2-04,2-04,1, ,1591.27434462172
4368,PARTR1, ,1521,Partridge St,PARTRIDGE ST,1,PUBLIC WAY, ,LO,0,0,1521,6,2-06,2-06,0, ,626.775161467874
4369,PARTR2, ,214,Partridge Pl,PARTRIDGE PL,1,PRIVATE WAY, ,LO,0,0,214,7,3-03,3-03,0, ,88.2174874647806
4370,PASAD1, ,869,Pasadena Rd,PASADENA RD,1,PUBLIC WAY, ,LO,0,0,869,4,3-03,3-03,1, ,358.175772986444
4371,PATTE1, ,1226,Patten St,PATTEN ST,1,PUBLIC WAY, ,CO,0,0,1226,6,2-02,2-02,0, ,505.410377884416
4372,PATTE2, ,590,Patterson St,PATTERSON ST,1,PUBLIC WAY, ,LO,0,0,590,3,3-07,3-07,0, ,243.411704508565
4373,PATTE3, ,993,Patterson Way,PATTERSON WAY,1,PUBLIC WAY, ,LO,0,0,993,2,3-05,3-05,0, ,409.752249890787
4374,PAUL 1, ,2004,Paul Gore St,PAUL GORE ST,1,PUBLIC WAY, ,CO,0,0,2004,6,2-02,2-02,0, ,825.666804872462
4375,PAUL 2, ,695,Paul Pl,PAUL PL,1,PUBLIC WAY, ,LO,0,0,695,2,1-1C,1-1C,0, ,286.300618711252
4376,PAUL 3, ,644,Paul Sullivan Way,PAUL SULLIVAN WY,1,PUBLIC WAY, ,AR,0,0,644,2,1-1C,1-1C,0, ,265.171157987549
4377,PAUL 4, ,168,Paul Gore Ter,PAUL GORE TER,1,PRIVATE WAY, ,LO,0,0,168,6,2-02,2-02,0, ,69.1800809368826
4378,PAUL 5, ,420,Paul Revere Mall,PAUL REVERE MALL,1,PUBLIC WAY, ,LO,0,0,420,1,1-1B,1-1B,1, ,173.233428620699
4379,PAULA1, ,214,Paula Rd,PAULA RD,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,214,3,3-07,3-07,0, ,88.3812302452036
4380,PAULD1, ,189,Paulding St,PAULDING ST,1,PUBLIC WAY, ,LO,0,0,189,7,1-10B,1-10B,1, ,77.8552159482936
4381,PAULM1, ,268,Paulman Cir,PAULMAN CIR,1,PUBLIC WAY, ,LO,0,0,268,6,2-06,2-06,0, ,110.541046806208
4382,PAXTO1, ,293,Paxton St,PAXTON ST,1,PUBLIC WAY, ,LO,0,0,293,4,3-07,3-07,1, ,120.772127996299
4383,PAYNE1, ,226,Payne St,PAYNE ST,1,PRIVATE WAY, ,LO,0,0,226,3,3-07,3-07,1, ,93.0347673006837
4384,PAYSO1, ,742,Payson Ave,PAYSON AV,1,PUBLIC WAY, ,LO,0,0,742,3,3-03,3-03,0, ,306.257303028762
4385,PAYSO2, ,227,Payson Rd,PAYSON RD,1,PUBLIC WAY, ,LO,0,0,227,6,2-06,2-06,0, ,93.3869840534944
4386,PAYSO3, ,82,Payson Pl,PAYSON PL,1,PRIVATE WAY, ,LO,0,0,82,1,1-1A,1-1A,1, ,33.6140667889108
4387,PEABO1, ,175,Peabody Pl,PEABODY PL,1,PRIVATE WAY, ,LO,0,0,175,6,2-02,2-02,1, ,72.0816679085926
4388,PEACE1, ,493,Peaceable St,PEACEABLE ST,1,PUBLIC WAY, ,LO,0,0,493,9,2-04,2-04,0, ,203.315997975406
4389,PEACE2, ,814,Peacevale Rd,PEACEVALE RD,1,PUBLIC WAY, ,LO,0,0,814,4,3-07,3-07,0, ,335.850666711681
4390,PEACO1, ,211,Peacock Ln,PEACOCK LN,1,PRIVATE WAY, ,LO,0,0,211,6,2-06,2-06,1, ,86.9240072976162
4391,PEAK 1, ,1094,Peak Hill Rd,PEAK HILL RD,1,PUBLIC WAY, ,LO,0,0,1094,6,2-06,2-06,0, ,450.587272393154
4392,PEARL1, ,1500,Pearl St,PEARL ST CH,1,PUBLIC WAY, ,LO,0,0,1500,1,1-1A,1-1A,0, ,619.536747938071
4393,PEARL2, ,847,Pearl St,PEARL ST DO,1,PUBLIC WAY, ,LO,0,0,847,3,3-03,3-03,0, ,348.82785164427
4394,PEARL3, ,1603,Pearl St,PEARL ST BP,1,PUBLIC WAY, ,LO,0,0,1371,1,1-1C,1-1C,1, ,661.798447479098
4395,PEARL4, ,105,Pearl Street Pl,PEARL STREET PL,1,PRIVATE WAY, ,LO,0,0,105,1,1-1A,1-1A,0, ,43.4189389644589
4396,PEIRS1, ,468,Peirson St,PEIRSON ST,1,PUBLIC WAY, ,LO,0,0,468,7,"1-10B, 1-1C","1-10B, 1-1C",0, ,192.878312308892
4397,PELHA1, ,381,Pelham St,PELHAM ST,1,PUBLIC WAY, ,LO,0,0,381,2,1-1C,1-1C,1, ,157.099361888772
4398,PELHA2, ,175,Pelham Ter,PELHAM TER,1,PRIVATE WAY, ,LO,0,0,175,2,1-1C,1-1C,1, ,72.10250410101
4399,PELTO1, ,944,Pelton St,PELTON ST,1,PUBLIC WAY, ,LO,0,0,944,6,2-06,2-06,0, ,388.955570824557
4400,PEMBR1, ,920,Pembroke St,PEMBROKE ST,1,PUBLIC WAY, ,LO,0,0,920,2,1-1C,1-1C,0, ,379.69445174686
4401,PENDE1, ,504,Pender St,PENDER ST,1,PUBLIC WAY, ,LO,0,0,504,6,2-06,2-06,1, ,207.673187505589
4402,PENFI1, ,1082,Penfield St,PENFIELD ST,1,PUBLIC WAY, ,LO,0,0,1082,5,2-06,2-06,1, ,445.592136940591
4403,PENHA1, ,342,Penhallow St,PENHALLOW ST,1,PUBLIC WAY, ,LO,0,0,342,3,3-07,3-07,1, ,141.099924482466
4404,PENIN1, ,923,Peninsula Pl,PENINSULA PL,1,PRIVATE WAY, ,LO,0,0,923,3,3-03,3-03,0, ,380.687372775407
4405,PENNI1, ,660,Penniman Rd,PENNIMAN RD,1,PUBLIC WAY, ,LO,0,0,660,9,2-04,2-04,0, ,272.81557082883
4406,PEOPL1, ,287,People's Baptist Pl,PEOPLE'S BAPTIST PL,1,PUBLIC WAY, ,LO,0,0,287,7,1-10B,1-10B,1, ,118.347871574059
4407,PEQUO1, ,208,Pequot St,PEQUOT ST,1,PUBLIC WAY, ,LO,0,0,208,8,1-10A,1-10A,1, ,85.6278446988299
4408,PERAB1, ,195,Perabo Ter,PERABO TER,1,PRIVATE WAY, ,LO,0,0,195,6,2-06,2-06,0, ,80.2760418147004
4409,PERCI1, ,1211,Percival St,PERCIVAL ST,1,PUBLIC WAY, ,LO,0,0,1211,3,3-03,3-03,0, ,499.969371565831
4410,PERCI2, ,121,Percival Pl,PERCIVAL PL,1,PRIVATE WAY, ,LO,0,0,121,1,1-09,1-09,0, ,49.965290954922
4411,PERHA1, ,3819,Perham St,PERHAM ST,1,PUBLIC WAY, ,LO,0,0,3819,6,2-06,2-06,1, ,1574.48590186722
4412,PERKI1, ,551,Perkins Ave,PERKINS AV,1,PUBLIC WAY, ,LO,0,0,551,5,2-08,2-08,1, ,227.149675490788
4413,PERKI2, ,411,Perkins St,PERKINS ST CH,1,PUBLIC WAY, ,LO,0,0,411,1,1-1A,1-1A,1, ,169.57919743777
4414,PERKI3, ,5220,Perkins St,PERKINS ST JP,1,PUBLIC WAY/DCR, ,AR,0,0,5220,6,"1-10A, 2-02","1-10A, 2-02",0, ,2149.81537126128
4415,PERKI4, ,96,Perkins Pl,PERKINS PL,1,PRIVATE WAY, ,LO,0,0,96,7,1-10B,1-10B,1, ,39.8225850847337
4416,PERKI5, ,397,Perkins Sq,PERKINS SQ,1,PRIVATE WAY, ,LO,0,0,397,6,2-02,2-02,1, ,164.085110768122
4417,PERRI1, ,1117,Perrin St,PERRIN ST,1,PUBLIC WAY, ,LO,0,0,1117,7,1-10B,1-10B,0, ,460.93757139136
4418,PERRY1, ,377,Perry St,PERRY ST,1,PUBLIC WAY, ,LO,0,0,377,2,1-1C,1-1C,0, ,155.473922012084
4419,PERRY2, ,50,Perry Pl,PERRY PL,1,PRIVATE WAY, ,LO,0,0,50,1,1-1A,1-1A,0, ,20.6908381082287
4420,PERSH1, ,966,Pershing Rd,PERSHING RD,1,PUBLIC WAY, ,LO,0,0,966,6,2-02,2-02,1, ,397.693098538942
4421,PERTH1, ,257,Perth St,PERTH ST,1,PUBLIC WAY, ,LO,0,0,257,7,3-03,3-03,0, ,106.049802798686
4422,PERTH2, ,1402,Perthshire Rd,PERTHSHIRE RD,1,PUBLIC WAY, ,LO,0,0,1402,9,2-04,2-04,0, ,577.528830541327
4423,PETER1, ,1374,Peter Parley Rd,PETER PARLEY RD,1,PUBLIC WAY, ,LO,0,0,1374,7,2-02,2-02,0, ,565.811511026374
4424,PETER2, ,2049,Peterborough St,PETERBOROUGH ST,1,PUBLIC WAY, ,LO,0,0,2049,8,1-10A,1-10A,0, ,843.944304227045
4425,PETER3, ,301,Peters St,PETERS ST SB,1,PUBLIC WAY, ,LO,0,0,301,2,3-05,3-05,1, ,124.307294951661
4426,PETRE1, ,286,Petrel St,PETREL ST,1,PRIVATE WAY, ,LO,0,0,286,6,2-06,2-06,0, ,117.655291901783
4427,PEVEA1, ,222,Pevear Pl,PEVEAR PL,1,PRIVATE WAY, ,LO,0,0,222,7,1-10B,1-10B,0, ,91.6791017584099
4428,PEVER1, ,517,Peverell St,PEVERELL ST,1,PUBLIC WAY, ,LO,0,0,517,3,3-03,3-03,0, ,213.152154497897
4429,PHEAS1, ,639,Pheasant St,PHEASANT ST,1,PUBLIC WAY, ,LO,0,0,664,6,2-06,2-06,0, ,263.418723146834
4430,PHILB1, ,694,Philbrick St,PHILBRICK ST,1,PUBLIC WAY, ,LO,0,0,694,5,2-02,2-02,1, ,286.637725156346
4431,PHILI1, ,122,Philip St,PHILIP ST,1,PRIVATE WAY, ,LO,0,0,122,3,3-07,3-07,0, ,50.1347915255704
4432,PHILL1, ,114,Phillips Ct,PHILLIPS CT,1,PRIVATE WAY, ,LO,0,0,114,8,1-1B,1-1B,1, ,47.0104885260732
4433,PHILL2, ,995,Phillips St,PHILLIPS ST,1,PUBLIC WAY, ,LO,0,0,995,8,1-1B,1-1B,1, ,409.759570381076
4434,PHILL3, ,141,Phillips Pl,PHILLIPS PL,1,PRIVATE WAY, ,LO,0,0,141,7,3-03,3-03,1, ,58.2107596282736
4435,PHIPP1, ,275,Phipps St,PHIPPS ST,1,PUBLIC WAY, ,LO,0,0,275,1,1-1A,1-1A,1, ,113.451161875778
4436,PICKE1, ,260,Pickering Ave,PICKERING AV,1,PUBLIC WAY, ,LO,0,0,260,7,1-10B,1-10B,1, ,107.009410013108
4437,PIE A1, ,246,Pie Aly,PIE ALLEY,1,PRIVATE WAY, ,LO,0,0,246,1,1-1C,1-1C,1, ,101.411123457871
4438,PIEDM1, ,665,Piedmont St,PIEDMONT ST,1,PUBLIC WAY, ,LO,0,0,665,2,1-1C,1-1C,1, ,273.845021768332
4439,PIERC1, ,1677,Pierce Ave,PIERCE AV,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,1677,3,3-07,3-07,0, ,690.56779002105
4440,PIERC2, ,2035,Pierce St,PIERCE ST,1,PUBLIC WAY, ,LO,0,0,2035,5,2-08,2-08,0, ,838.465844774717
4441,PIERP1, ,1105,Pierpont Rd,PIERPONT RD WR,1,PUBLIC WAY, ,LO,0,0,1105,6,2-06,2-06,0, ,455.177163639297
4442,PIERP2, ,3131,Pierpont Rd,PIERPONT RD (PARK),1,PARK, ,LO,0,0,3131,7,2-02,2-02,0, ,1291.18941481401
4443,PIERS1, ,359,Piers Way,PIERS WY,1,PRIVATE WAY, ,LO,0,0,359,2,3-05,3-05,1, ,147.893450981937
4444,PILGR1, ,1172,Pilgrim Rd,PILGRIM RD N,1,PUBLIC WAY, ,LO,0,0,1172,8,1-10A,1-10A,0, ,483.385639293419
4445,PILGR2, ,878,Pilgrim Rd,PILGRIM RD S,1,PUBLIC WAY, ,LO,0,0,878,8,1-10A,1-10A,0, ,362.49457103996
4446,PILGR3, ,196,Pilgrim Pl,PILGRIM PL,1,PRIVATE WAY, ,LO,0,0,196,3,3-03,3-03,0, ,80.8377208919535
4447,PINCK1, ,1958,Pinckney St,PINCKNEY ST,1,PUBLIC WAY, ,LO,0,0,1958,8,1-1B,1-1B,1, ,806.351162074736
4448,PINE 1, ,403,Pine Lodge Rd,PINE LODGE RD,1,PUBLIC WAY, ,LO,0,0,403,6,2-06,2-06,0, ,166.168961932972
4449,PINE 2, ,554,Pine Ridge Rd,PINE RIDGE RD,1,PUBLIC WAY, ,LO,0,0,554,3,3-07,3-07,0, ,228.15407360124
4450,PINE 3, ,659,Pine St,PINE ST HP,1,PUBLIC WAY, ,LO,0,0,659,5,2-08,2-08,1, ,271.231737871395
4451,PINE 4, ,427,Pine St,PINE ST BP,1,PUBLIC WAY, ,LO,0,0,427,2,1-1C,1-1C,0, ,175.953535773005
4452,PINE 5, ,542,Pine Ave,PINE AV,1,PRIVATE WAY, ,LO,0,0,542,5,2-08,2-08,1, ,223.399347597993
4453,PINE 6, ,404,Pine Rd,PINE RD,1,PRIVATE WAY, ,LO,0,0,404,6,2-06,2-06,0, ,166.910985071727
4454,PINE 7, ,124,Pine Ter,PINE TER,1,PRIVATE WAY, ,LO,0,0,124,5,2-08,2-08,1, ,51.0825994994793
4455,PINEC1, ,590,Pinecliff Rd,PINECLIFF RD,1,PRIVATE WAY, ,LO,0,0,590,6,2-06,2-06,0, ,232.595822188072
4456,PINED1, ,964,Pinedale Rd,PINEDALE RD,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,964,5,2-08,2-08,0, ,398.019961396028
4457,PINEF1, ,250,Pinefield Ln,PINEFIELD LN,1,PUBLIC WAY, ,LO,0,0,250,5,2-08,2-08,0, ,103.223287165351
4458,PINEF2, ,452,Pinefield Rd,PINEFIELD RD,1,PUBLIC WAY, ,LO,0,0,452,5,2-08,2-08,0, ,185.834942763031
4459,PINEW1, ,607,Pinewood St,PINEWOOD ST,1,PUBLIC WAY, ,LO,0,0,607,5,2-08,2-08,1, ,249.860214262839
4460,PING 1, ,374,Ping On St,PING ON ST,1,PRIVATE WAY, ,LO,0,0,374,2,1-1C,1-1C,1, ,154.739048205762
4461,PINGR1, ,475,Pingree St,PINGREE ST,1,PUBLIC WAY, ,LO,0,0,475,5,2-08,2-08,1, ,195.719036689777
4462,PITSM1, ,209,Pitsmoor Rd,PITSMOOR RD,1,PUBLIC WAY, ,LO,0,0,209,6,2-02,2-02,0, ,86.0690686918122
4463,THOMS1,"FOUND, MJM",730,Thomson Pl,THOMSON PL,1,PRIVATE WAY,FORMERLY PITTSBURGH ST,LO,0,0,730,2,3-05,3-05,0, ,301.544746764498
4464,PLAIN1, ,485,Plain St,PLAIN ST,1,PUBLIC WAY, ,LO,0,0,485,3,3-07,3-07,0, ,200.217805215047
4465,PLAIN2, ,771,Plainfield St,PLAINFIELD ST,1,PUBLIC WAY, ,LO,0,0,771,6,2-02,2-02,0, ,318.150425101265
4466,PLANT1, ,151,Plant Ct,PLANT CT,1,PRIVATE WAY, ,LO,0,0,151,6,1-10A,1-10A,0, ,62.1049526868818
4467,PLATT1, ,193,Platt Rd,PLATT RD,1,PRIVATE WAY, ,LO,0,0,193,9,2-04,2-04,1, ,79.8473019506324
4468,PLAYS1, ,356,Playstead Rd,PLAYSTEAD RD DO,1,PUBLIC WAY, ,LO,0,0,356,3,3-03,3-03,0, ,146.757900902481
4469,PLAYS2, ,1784,Playstead Rd,PLAYSTEAD RD WR,1,PARK, ,LO,0,0,1784,7,2-02,2-02,0, ,735.57494972343
4470,PLEAS1, ,1151,Pleasant Hill Ave,PLEASANT HILL AV,1,PUBLIC WAY, ,CO,0,0,1151,3,3-07,3-07,0, ,475.067720477084
4471,PLEAS10, ,144,Pleasant Ave,PLEASANT AV,1,PRIVATE WAY, ,LO,0,0,144,6,2-06,2-06,0, ,59.4361199324477
4472,PLEAS11, ,116,Pleasant Street Ct,PLEASANT STREET CT,1,PRIVATE WAY, ,LO,0,0,116,1,1-1A,1-1A,0, ,47.7745183376368
4473,PLEAS2, ,119,Pleasant Hill Ter,PLEASANT HILL TER,1,PUBLIC WAY, ,LO,0,0,119,3,3-07,3-07,0, ,49.1049166520734
4474,PLEAS3, ,3314,Pleasant St,PLEASANT ST DO,1,PUBLIC WAY, ,AR,0,0,3314,3,3-03,3-03,0, ,1368.36541233622
4475,PLEAS5, ,1398,Pleasant St,PLEASANT ST HP,1,PUBLIC WAY, ,LO,0,0,1398,5,2-08,2-08,1, ,575.839729713451
4476,PLEAS6, ,638,Pleasant Valley Cir,PLEASANT VALLEY CIR,1,PUBLIC WAY, ,LO,0,0,638,6,2-06,2-06,0, ,262.985053397752
4477,PLEAS7, ,1202,Pleasantdale Rd,PLEASANTDALE RD,1,PUBLIC WAY, ,LO,0,0,1202,6,2-06,2-06,0, ,495.882124172599
4478,PLEAS8, ,397,Pleasanton St,PLEASANTON ST,1,PUBLIC WAY, ,LO,0,0,397,7,1-10B,1-10B,0, ,163.648548997427
4479,PLEAS9, ,1257,Pleasantview St,PLEASANTVIEW ST,1,PUBLIC WAY, ,LO,0,0,1257,5,2-08,2-08,1, ,518.532807823989
4480,PLOVE1, ,314,Plover St,PLOVER ST,1,PRIVATE WAY, ,LO,0,0,314,6,2-06,2-06,0, ,129.304878218071
4481,PLUMM1, ,150,Plummer Pl,PLUMMER PL,1,PRIVATE WAY, ,LO,0,0,150,2,3-05,3-05,0, ,61.8624812153159
4482,PLYMP1, ,832,Plympton St,PLYMPTON ST,1,PUBLIC WAY, ,LO,0,0,832,2,1-1C,1-1C,0, ,343.091453867044
4483,POLK 1, ,681,Polk St,POLK ST,1,PUBLIC WAY, ,LO,0,0,681,1,1-1A,1-1A,0, ,281.303986623686
4484,POMFR1, ,726,Pomfret St,POMFRET ST,1,PUBLIC WAY, ,LO,0,0,726,6,2-06,2-06,0, ,299.335899387517
4485,POMON1, ,260,Pomona Ave,POMONA AV,1,PUBLIC WAY, ,LO,0,0,260,6,2-06,2-06,1, ,107.009008042436
4486,POMPE1, ,524,Pompeii St,POMPEII ST,1,PUBLIC WAY, ,LO,0,0,524,7,"1-10B, 1-1C","1-10B, 1-1C",0, ,215.905790968906
4487,PONCE1, ,265,Ponce Way,PONCE WAY,1,PUBLIC WAY, ,LO,0,0,265,8,1-10A,1-10A,0, ,109.509462818373
4488,POND 1, ,899,Pond Circle,POND CIRCLE,1,PUBLIC WAY, ,LO,0,0,899,6,2-02,2-02,1, ,370.781475675
4489,POND 2, ,764,Pond St,POND ST HP,1,PUBLIC WAY, ,LO,0,0,764,5,2-08,2-08,0, ,314.996377873766
4490,POND 3, ,868,Pond St,POND ST JP E,1,PUBLIC WAY, ,AR,0,0,868,6,2-02,2-02,1, ,357.442036184284
4491,POND 4, ,4668,Pond St,POND ST JP W,1,PUBLIC WAY, ,AR,0,0,4668,6,2-02,2-02,1, ,1923.13653667436
4492,POND 5, ,741,Pond View Ave,POND VIEW AV,1,PUBLIC WAY, ,LO,0,0,741,6,2-02,2-02,1, ,306.025778269588
4493,POND 6, ,529,Pond St,POND ST DO,1,PUBLIC WAY, ,AR,0,0,529,2,3-03,3-03,1, ,218.338088145282
4494,POND 8, ,222,Pond Rd,POND RD,1,PRIVATE WAY, ,LO,0,0,222,6,2-06,2-06,0, ,91.3925762939975
4495,POND 9, ,112,Pond Street Pl,POND ST PL,1,PRIVATE WAY, ,LO,0,0,112,1,1-1B,1-1B,1, ,46.2462927946519
4496,PONTI1, ,975,Pontiac St,PONTIAC ST,1,PUBLIC WAY, ,LO,0,0,975,8,1-10A,1-10A,0, ,402.508128240234
4497,POPES1, ,642,Popes Hill St,POPES HILL ST,1,PUBLIC WAY, ,LO,0,0,642,3,3-07,3-07,1, ,264.458478851148
4498,POPLA1, ,8239,Poplar St,POPLAR ST,1,PUBLIC WAY, ,AR,0,0,8241,5,"2-06, 2-08","2-06, 2-08",0, ,3397.65804738905
4499,PORT 1, ,1073,Port Norfolk St,PORT NORFOLK ST,1,PUBLIC WAY, ,LO,0,0,1073,3,3-07,3-07,0, ,443.213720517933
4500,PORTE1, ,449,Porter St,PORTER ST JP,1,PUBLIC WAY/PRIVATE WAY, ,LO,0,0,449,6,2-02,2-02,0, ,185.55806224329
4501,PORTE2, ,1828,Porter St,PORTER ST EB W,1,PUBLIC WAY/PRIVATE WAY, ,CO,0,0,1828,1,1-09,1-09,1, ,754.209579259051
4502,PORTE3, ,338,Porter St,PORTER ST EB E,1,PUBLIC WAY/PRIVATE WAY, ,CO,0,0,338,1,1-09,1-09,1, ,139.515365638457
